Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
61cf751f-9761-1f08-5191-339196c39ec9,1992-08-24,,999-52-4131,S99935000,X54272975X,Mrs.,Shondra529,Lory442,Witting912,,Mann644,M,white,nonhispanic,F,Maynard  Massachusetts  US,968 Stehr Union,Chelsea,Massachusetts,Suffolk County,25017,02149,42.39459533516564,-71.0512876941229,188323.55,375665.03,53108
2e4663ce-cbfc-3a33-1a69-d38bb2f909b9,2008-03-13,,999-86-5162,S99950717,,Ms.,Catalina187,Lourdes258,Frías523,,,,white,hispanic,F,Bogota  Bogota  CO,220 Howell Branch Suite 68,Chelsea,Massachusetts,Suffolk County,25017,02149,42.40392681484737,-71.06063238099486,87936.10,593659.94,94853
e0d16560-2031-fa30-787e-862398a78598,1997-12-23,,999-86-4481,S99924084,X30339713X,Mrs.,Ramona980,Luvenia178,Lowe577,,Kling921,M,white,nonhispanic,F,Tewksbury  Massachusetts  US,1029 Labadie Bridge Suite 66,Chelsea,Massachusetts,Suffolk County,25025,02151,42.411923139228854,-71.05756492764364,524863.21,34870.19,51710
7e59f21f-30f2-cba5-4aae-5c202bed669c,1945-09-15,,999-99-9631,S99994505,X88412488X,Mr.,Milo271,,Mayert710,,,D,black,nonhispanic,M,Milford  Massachusetts  US,261 Wolf Row,Chelsea,Massachusetts,Suffolk County,25017,02149,42.373205838780706,-71.06133939337712,51699.22,362609.40,64362
0acb0ae0-c47c-44bd-a7ed-fa650a40415a,1947-02-05,,999-93-9780,S99932240,X41709131X,Mrs.,Donnie175,Sabrina514,Quitzon246,,Wunsch504,D,white,nonhispanic,F,Hingham  Massachusetts  US,982 Spencer Haven Suite 67,Chelsea,Massachusetts,Suffolk County,25017,02149,42.409185835667465,-71.03552332741796,1245055.82,607026.54,111707
f695dc7a-172a-0cfb-b4fd-633e1d72e85f,1949-08-13,,999-77-7077,S99981414,X29617633X,Mr.,Jaime666,Benjamín452,Arteaga169,,,M,white,hispanic,M,Santo Domingo  National District  DO,213 Harris Corner Suite 69,Chelsea,Massachusetts,Suffolk County,25025,02150,42.400605643951906,-71.0661634510196,215214.03,168952.60,48481
34a60a61-08f8-ccf4-a10a-ef8de403afd3,1985-04-02,,999-59-7526,S99961363,X18028667X,Mrs.,Fallon874,Cheryll577,Schuppe920,,Cormier289,M,black,nonhispanic,F,East Dennis  Massachusetts  US,402 Crist Flat Unit 94,Chelsea,Massachusetts,Suffolk County,25025,02151,42.39614861114205,-71.07923657997372,248944.12,563990.16,128728
2ff1aa68-6465-6599-dc7e-e408bb0236cb,1997-01-17,,999-62-5436,S99924011,X8759476X,Mr.,Denver542,Gilberto712,Reinger292,,,M,asian,nonhispanic,M,Middleborough  Massachusetts  US,584 Roob Loaf,Chelsea,Massachusetts,Suffolk County,25025,02150,42.39792156744485,-71.05343558875636,84423.60,3972.58,148686
cdf6764f-913a-0bcd-b084-7e17c2666e18,1959-08-28,,999-71-6388,S99946493,X50952803X,Mr.,Dave764,Jared66,Rodriguez71,,,W,black,nonhispanic,M,Easton  Massachusetts  US,367 Keeling Avenue,Chelsea,Massachusetts,Suffolk County,25025,02150,42.38190571358755,-71.08656653951955,473432.23,327984.06,49870
2832d30a-a2dd-4a6a-f9f6-32855b71d4b2,1971-07-02,,999-20-6856,S99989642,X71085504X,Mr.,Rogelio17,Herman763,Kessler503,,,M,white,hispanic,M,Andover  Massachusetts  US,840 Windler Road Suite 82,Chelsea,Massachusetts,Suffolk County,25025,02150,42.41317006576516,-71.0147580737086,105180.76,287223.06,31895
a2d2d49b-11fe-f00f-05be-d7b3060633f8,2014-10-12,,999-83-1989,,,,Cecila397,,Huels583,,,,white,nonhispanic,F,East Longmeadow  Massachusetts  US,449 Dicki Station,Chelsea,Massachusetts,Suffolk County,25025,02151,42.386266712642744,-71.03913980634574,2210.34,38381.20,12387
c17a0198-cfef-8e6d-ed4b-9d8299315009,2023-09-09,,999-16-7196,,,,Lindsey52,Anisha16,Schoen8,,,,white,nonhispanic,F,Lowell  Massachusetts  US,631 Effertz Gardens Suite 90,Chelsea,Massachusetts,Suffolk County,25025,02151,42.391084257948364,-71.04077268613838,625.76,8375.53,10380
2842f74e-71fc-bc0e-f03d-a7704736c31c,2012-03-11,,999-80-9750,,,,Robert854,Travis723,Franecki195,,,,white,nonhispanic,M,Wareham  Massachusetts  US,304 Beier Loaf Unit 88,Chelsea,Massachusetts,Suffolk County,25025,02151,42.40832691535439,-71.00604532370556,3649.76,185274.98,1145
03b85840-74f9-fd8f-77ac-59f536c5c804,2012-07-13,,999-11-9237,,,,Truman805,Elwood28,Schmidt332,,,,black,nonhispanic,M,Needham  Massachusetts  US,198 Becker Hollow Apt 56,Chelsea,Massachusetts,Suffolk County,25025,02150,42.40874119118406,-71.00720159803153,20468.08,20165.69,81734
933b866a-5a5a-6047-5a76-2580fcdac704,1999-05-01,,999-94-6572,S99980687,X13894704X,Mr.,Reyes140,Roland928,Feeney44,,,,black,nonhispanic,M,Lawrence  Massachusetts  US,304 Cronin Path,Chelsea,Massachusetts,Suffolk County,25017,02149,42.39974485107205,-71.07088979321333,77185.78,0.00,47645
31d15a5d-a568-0616-13ff-b316e83b279d,1984-01-31,,999-19-4074,S99927611,X82179946X,Mrs.,Madalyn472,Lyla842,Kreiger457,,Rohan584,M,white,nonhispanic,F,Wellesley  Massachusetts  US,204 Gibson Mill Unit 49,Chelsea,Massachusetts,Suffolk County,25017,02149,42.41056447895857,-71.03395720127145,25122.31,1759169.86,6065
0b91d73c-b418-f13a-93df-299330377899,2007-09-29,,999-59-4647,S99999066,,Ms.,Vanesa40,Ok556,Barrows492,,,,asian,nonhispanic,F,Acton  Massachusetts  US,617 Balistreri Trail Unit 32,Chelsea,Massachusetts,Suffolk County,25025,02150,42.38293311254905,-71.05650226881421,4187.12,94261.47,9479
c30a86ad-f7ef-e03b-bf4b-b1a920c60b6c,1992-11-25,,999-69-3160,S99940171,X77473445X,Mr.,Mitchell808,Miles206,Hagenes547,,,M,asian,nonhispanic,M,Lynn  Massachusetts  US,563 Wolf Wynd,Chelsea,Massachusetts,Suffolk County,25025,02150,42.402260035799955,-71.08083459773842,5631.41,69863.01,13839
8ed47b99-f91f-dda4-51d2-506a5feddbfc,1983-07-15,,999-79-9409,S99990309,X12913549X,Mrs.,Susana117,Verónica383,Galván169,,Barraza113,M,black,hispanic,F,Guatemala City  Guatemala  GT,322 Johnson Mall,Chelsea,Massachusetts,Suffolk County,25025,02150,42.397581615469484,-71.03898185818672,477820.84,452831.15,63678
cbb9ac7b-6acb-a35d-cc01-cffea469901e,1966-02-19,,999-14-9601,S99985544,X47708536X,Mr.,Avery919,,Wiegand701,,,M,black,nonhispanic,M,Lyon  Auvergne-Rhone-Alpes  FR,483 Schmitt Overpass Unit 44,Chelsea,Massachusetts,Suffolk County,25017,02149,42.40164336086857,-71.04062112095174,295435.19,620606.28,146261
ed58349f-3a1a-5384-d1ca-6a06693c93e0,2009-09-22,,999-82-5639,S99930484,,,Edmundo94,Lavern240,Cummings51,,,,white,nonhispanic,M,Haverhill  Massachusetts  US,254 Mueller Boulevard,Chelsea,Massachusetts,Suffolk County,25017,02149,42.41185592603235,-71.00547753058387,3395.86,131106.12,10454
c55fec1c-8b83-f132-d4e2-64301d610beb,2002-01-21,,999-15-7390,S99954129,X62499470X,Mr.,Anderson154,Pat3,Rowe323,,,,black,nonhispanic,M,Waltham  Massachusetts  US,953 Kertzmann Esplanade Unit 12,Chelsea,Massachusetts,Suffolk County,25025,02150,42.39357715162827,-71.02634179828107,64223.19,3374.86,66901
a6097032-1ce9-24f1-c394-198024050d3b,1997-04-25,,999-56-5121,S99927776,X23307066X,Mr.,Dillon740,Brian582,Ernser583,,,S,white,nonhispanic,M,Alford  Massachusetts  US,395 Green Well,Chelsea,Massachusetts,Suffolk County,25025,02151,42.401068200791435,-71.03583102711025,4956.59,97357.48,6267
a513a1cb-9a6c-5d6a-8197-a25f3149b004,1968-04-01,,999-47-8632,S99979727,X83920350X,Ms.,Camilla89,Marlin805,Kemmer137,,,S,black,nonhispanic,F,Westford  Massachusetts  US,178 Fay Drive Unit 20,Chelsea,Massachusetts,Suffolk County,25025,02150,42.38302329345998,-71.0613423143018,24949.17,1512272.68,22145
c92bc424-96b9-2fd3-40ec-66077ea1c7c8,2013-04-26,,999-88-3464,,,,Fairy757,Vergie176,Parisian75,,,,white,nonhispanic,F,Framingham  Massachusetts  US,305 Cremin Knoll,Chelsea,Massachusetts,Suffolk County,25025,02151,42.41632896328091,-71.0602088000198,30544.78,17203.45,34128
f5587701-b210-fb4c-172e-79e72bd6d507,1994-12-22,,999-71-2282,S99920108,X47870535X,Mrs.,Danna372,Gricelda41,Roob72,,Feil794,M,white,nonhispanic,F,Malden  Massachusetts  US,513 Sawayn Boulevard Unit 54,Chelsea,Massachusetts,Suffolk County,25017,02149,42.39810750924736,-71.02351257791702,126008.26,425730.74,60609
b6fdffd0-f371-1ef5-3b3d-bdeadf3d405a,1997-11-10,,999-30-5181,S99913904,X62249719X,Mr.,Abraham100,Carl856,Maggio310,,,M,white,hispanic,M,Stoughton  Massachusetts  US,814 Daugherty Throughway,Chelsea,Massachusetts,Suffolk County,25025,02151,42.39558183170634,-71.06315495523747,9638.29,209830.65,17451
b1a18bca-25ba-0932-3364-0b3ab81a6ccb,1973-10-08,,999-27-8735,S99913763,X77104253X,Mr.,Hai304,Erin498,Auer97,,,M,white,nonhispanic,M,Easton  Massachusetts  US,833 Abshire Hollow Unit 38,Chelsea,Massachusetts,Suffolk County,25025,02151,42.389291882716805,-71.0839747784951,115937.75,13743.31,62732
e7a7e5c0-38a3-04ac-4e4b-f8917c8159a2,2014-10-02,,999-57-8995,,,,Rebeca548,Kylee806,Denesik803,,,,black,nonhispanic,F,Watertown  Massachusetts  US,128 Kuhic Promenade,Chelsea,Massachusetts,Suffolk County,25025,02150,42.3982507056642,-71.07927128420052,17854.74,19929.00,77469
0b1917a2-a135-6969-2a8c-b3aa8d0fef9a,2000-04-18,,999-95-1319,S99930493,X33317804X,Ms.,Darla154,,Gerhold939,,,,black,nonhispanic,F,Newton  Massachusetts  US,181 Nitzsche Key,Chelsea,Massachusetts,Suffolk County,25017,02149,42.38999090805798,-71.03744429384629,7994.29,135497.30,10975
68eb47be-dd44-b9a2-ba1a-abbbbd82483d,1974-04-26,,999-42-2773,S99970020,X16916393X,Mrs.,Cristina921,,Vallejo39,,Zavala169,M,white,hispanic,F,Carolina  Puerto Rico  PR,765 Torp Orchard,Chelsea,Massachusetts,Suffolk County,25025,02151,42.37490717855508,-71.06777410854485,226590.00,1012406.99,27506
8887c893-5dc6-7cbe-1365-c27e7af548fd,1996-07-02,,999-32-3520,S99962004,X29758804X,Mrs.,Lorriane838,Margurite588,Hickle134,,Kessler503,M,white,nonhispanic,F,Lynn  Massachusetts  US,406 Hagenes View Unit 33,Chelsea,Massachusetts,Suffolk County,25025,02150,42.40429426669458,-71.04935128849105,147481.34,1134736.01,31908
d5bf7c3f-1ac3-9641-6391-bd144d2fcbbb,1996-06-19,,999-46-2327,S99972680,X11881612X,Mrs.,Khadijah960,Lorretta561,Hauck852,,Trantow673,M,black,nonhispanic,F,Cambridge  Massachusetts  US,229 Bailey Flat,Chelsea,Massachusetts,Suffolk County,25025,02151,42.41082416360551,-71.03176258681424,12091.73,1124990.58,8619
628d3069-c582-f7be-75f4-06ef7b584697,1986-04-01,,999-79-7918,S99933700,X77820577X,Mrs.,Janel230,,Jones311,,Trantow673,D,black,nonhispanic,F,Montague  Massachusetts  US,831 Farrell Frontage road,Chelsea,Massachusetts,Suffolk County,25025,02151,42.38313923935754,-71.07623979593639,54566.44,437681.76,38356
c7a8d5bf-daa0-c623-dced-7d44c62857c4,1957-09-19,,999-34-8236,S99988508,X49546507X,Mr.,Jeff859,Hai304,Nienow652,,,M,black,nonhispanic,M,Waltham  Massachusetts  US,856 Schroeder Camp Suite 40,Chelsea,Massachusetts,Suffolk County,25025,02151,42.404898392614044,-71.0193354048271,36897.97,1200822.19,19389
d4a965ab-89c9-e8be-34f2-3a5ec0e9ba2e,2022-02-15,,999-80-9320,,,,Lakesha141,Heidi513,McDermott739,,,,black,nonhispanic,F,Tewksbury  Massachusetts  US,424 Goodwin Arcade,Chelsea,Massachusetts,Suffolk County,25017,02149,42.41537942946763,-71.03639354974635,17560.99,14555.90,68700
b2b60e13-aa7d-d8f6-5a05-7bff54bd7675,2001-02-05,,999-76-3053,S99952677,X82890689X,Mr.,Fabian647,Lawerence6,Green467,,,,black,nonhispanic,M,Amherst Center  Massachusetts  US,422 VonRueden Parade Apt 73,Chelsea,Massachusetts,Suffolk County,25025,02151,42.41271834355475,-71.00245161790241,80288.00,358693.44,50129
9ddad954-2b44-7fa4-9677-7455fb1a2813,1991-10-26,,999-92-9844,S99978659,X4093730X,Mr.,Ervin886,,Roberts511,,,M,black,nonhispanic,M,Millis  Massachusetts  US,877 Konopelski Corner,Chelsea,Massachusetts,Suffolk County,25017,02149,42.40875745612168,-71.00881499361095,74425.99,4787.67,140594
724b92a4-157f-97f8-24c1-4cd7e814bdfc,1917-03-23,,999-52-6681,S99927584,X58116383X,Mrs.,Lynetta635,Marchelle563,Johnson679,,Bauch723,D,white,nonhispanic,F,Wayland  Massachusetts  US,274 Bayer Trafficway,Chelsea,Massachusetts,Suffolk County,25017,02149,42.41022926875688,-71.01569456630214,803019.51,904508.16,41335
be924de8-08da-7f4a-686c-348eed97ef4d,2003-11-07,,999-78-6291,S99981545,X18846572X,Mr.,Chi716,Darnell564,Gislason620,,,,black,hispanic,M,Boxborough  Massachusetts  US,514 Hilpert Landing,Chelsea,Massachusetts,Suffolk County,25025,02150,42.39465327432363,-71.04086363806829,36708.93,686260.24,42299
3f1fbd77-47de-05ea-a942-28d9ae638306,1947-08-16,,999-56-3111,S99942195,X34704913X,Mrs.,María Cristina383,Caridad510,Dueñas839,,Tijerina14,M,white,hispanic,F,Bayamon  Puerto Rico  PR,525 Larson Grove,Chelsea,Massachusetts,Suffolk County,25017,02149,42.40699420055321,-71.01317823818052,20729.02,951139.29,1147
0064acb8-e969-47be-ac7c-14223a594c1a,1981-11-26,,999-85-6745,S99947641,X65509463X,Mr.,Floyd420,,Moen819,,,S,black,nonhispanic,M,Randolph  Massachusetts  US,575 Gutmann Lodge Unit 82,Chelsea,Massachusetts,Suffolk County,25025,02151,42.380993775619075,-71.04832844246606,163139.90,0.00,113636
c833f52c-d791-6490-abdd-3fc628a854ae,1972-12-23,,999-46-5123,S99988871,X10079751X,Mrs.,Ozella681,Ta701,Windler79,,Prohaska837,M,white,hispanic,F,Winchester  Massachusetts  US,888 Lesch Parade Apt 99,Chelsea,Massachusetts,Suffolk County,25025,02150,42.398037030896745,-71.07817583362149,57308.79,1313257.06,115197
351f1d80-19b1-c749-d796-1c5fdef57d83,1996-09-07,,999-71-3308,S99928689,X63408730X,Mr.,Ronald408,,Quitzon246,,,S,asian,nonhispanic,M,Hamilton  Massachusetts  US,650 Stamm Approach,Chelsea,Massachusetts,Suffolk County,25017,02149,42.403910636395416,-71.07593940265028,31217.27,672700.76,56938
e9e36d6e-57c1-f00b-8905-238ca0c4a406,2022-12-07,,999-33-2613,,,,Luz785,Rosa195,Treviño536,,,,white,hispanic,F,Caracas  Capital District  VE,215 Bartell Fort,Chelsea,Massachusetts,Suffolk County,25025,02151,42.37884859362107,-71.04679360808045,13374.50,0.00,70248
556c40a0-1c76-bebe-b048-cf8bf36cc7c1,2018-01-21,,999-23-8687,,,,Edward499,,Zboncak558,,,,white,nonhispanic,M,Millis  Massachusetts  US,909 Tremblay Passage Apt 35,Chelsea,Massachusetts,Suffolk County,25025,02150,42.39384066777836,-71.058985816148,1609.86,28438.01,12078
2f39df1e-0004-94ee-65f4-e3d95cfbc613,2023-11-19,,999-16-8471,,,,Liza900,Karisa693,Skiles927,,,,white,nonhispanic,F,Lynn  Massachusetts  US,296 Howell Glen Suite 3,Chelsea,Massachusetts,Suffolk County,25025,02151,42.4151767390581,-71.03451612286685,6567.71,0.00,331441
a47b7151-d78d-0f86-ede1-9b47c44f7717,2020-09-03,,999-94-3998,,,,Aurelio227,,Windler79,,,,black,nonhispanic,M,Arlington  Massachusetts  US,518 Ryan Trail,Chelsea,Massachusetts,Suffolk County,25025,02151,42.387777568535554,-71.08966538540483,13653.53,2934.35,35411
81882481-6e9d-5a68-214b-c8b92b9ff183,2024-06-03,,999-31-4376,,,,Barbera53,Sophia44,McKenzie376,,,,black,hispanic,F,Malden  Massachusetts  US,771 Kuhlman Neck,Chelsea,Massachusetts,Suffolk County,25025,02150,42.38278080299448,-71.06111801368546,345.86,4721.18,29929
15111040-5be5-72a6-c1e6-491d1f8ebe05,2022-09-21,,999-52-2250,,,,Dorethea38,Lola232,Lemke654,,,,white,nonhispanic,F,Attleboro  Massachusetts  US,578 Kutch Fort,Chelsea,Massachusetts,Suffolk County,25017,02149,42.399292447459494,-71.07416646736769,8581.98,8993.17,33459
f4272c8f-d2d5-9528-70f6-2fc3bdfedda1,1991-11-05,,999-56-8376,S99919426,X34214808X,Mr.,Jon665,Marquis364,Hackett68,,,S,white,nonhispanic,M,Wrentham  Massachusetts  US,982 Metz Trailer,Chelsea,Massachusetts,Suffolk County,25025,02150,42.408607576915195,-71.0181226887769,102630.90,25273.21,60478
148c9a10-0e7e-5765-254e-c0536c241f8d,1962-04-19,,999-55-6994,S99986555,X20265677X,Mrs.,Bunny174,Jonna572,Tremblay80,,Blanda868,M,white,nonhispanic,F,Warren  Massachusetts  US,733 Bahringer Route,Chelsea,Massachusetts,Suffolk County,25025,02150,42.408194867710435,-71.01199969409805,321321.16,964236.85,140527
629c37d4-b7c2-2f5b-d26c-09e9ca828323,2003-06-25,,999-69-3244,S99971500,X88306529X,Ms.,Michaele314,Vida128,Shields502,,,,white,nonhispanic,F,Longmeadow  Massachusetts  US,461 Cummings Glen Unit 45,Chelsea,Massachusetts,Suffolk County,25025,02150,42.41093195203694,-71.02684373781663,6292.54,223277.57,2638
14aa56c5-9a36-c50c-7fbb-1d75771ee99a,1965-05-30,,999-19-3614,S99933523,X17279028X,Mr.,Heath320,Charles364,Hand679,,,W,other,nonhispanic,M,Worcester  Massachusetts  US,115 Wintheiser Village,Chelsea,Massachusetts,Suffolk County,25025,02151,42.38483419477792,-71.06129054143591,25409.39,602588.63,15220
e6f13c60-934e-c429-f2c3-bf27abad80a2,1988-02-08,,999-85-8786,S99948649,X26202077X,Mr.,George991,,Bernhard322,,,D,white,nonhispanic,M,Chicopee  Massachusetts  US,124 Corkery Parade Suite 98,Chelsea,Massachusetts,Suffolk County,25025,02150,42.405855992306584,-71.07706721550286,25303.39,76214.76,23605
1c3d3fe2-0967-5ac0-6e1d-f19d059472c6,2006-07-03,,999-52-9700,S99961004,,Ms.,Maya972,Lucile200,Emard19,,,,white,nonhispanic,F,Heraklion  Heraklion Prefecture  GR,758 Feil Landing,Chelsea,Massachusetts,Suffolk County,25025,02151,42.399328474317535,-71.02077992481256,63949.46,14092.65,149432
027166d3-48e0-c5dc-bee9-28cd611ea5ed,2022-01-21,,999-44-7586,,,,Ross213,Tad831,Schoen8,,,,white,nonhispanic,M,Barnstable  Massachusetts  US,220 Medhurst Plaza Unit 78,Chelsea,Massachusetts,Suffolk County,25025,02150,42.40878968919269,-71.02432963252424,15740.39,239.38,144087
75e76fa9-469a-a680-9c8c-2fc55e36d91d,2005-06-09,,999-99-6488,S99969665,X54591111X,Mr.,Jaime666,,Barraza113,,,,asian,hispanic,M,Marigot  Saint Andrew Parish  DM,355 Brakus Gardens,Chelsea,Massachusetts,Suffolk County,25017,02149,42.41457756442074,-71.02420639689619,4356.76,67515.52,12947
940b9df8-1629-84c4-a33f-5141fe41e4cc,2003-06-21,,999-21-7027,S99926283,X49824326X,Ms.,Ana972,Ramona980,Maldonado119,,,,white,hispanic,F,Santo Domingo  National District  DO,289 Conn Station Suite 55,Chelsea,Massachusetts,Suffolk County,25025,02151,42.3888286825699,-71.06792186562711,13425.91,897420.41,12516
92444e01-2fe7-f4e6-e288-eeddcdc9227a,2026-01-04,,999-63-7435,,,,Odilia72,,Dickinson688,,,,black,nonhispanic,F,Boston  Massachusetts  US,678 Jerde Dale Suite 79,Chelsea,Massachusetts,Suffolk County,25017,02149,42.409770482564284,-71.06549316156224,100.00,1564.71,19911
